new_index,neuron_id,body_id,type,side,column,row,col,lineage,birth,in_degree,out_degree,in_degree_new,out_degree_new,syn_in,syn_out,pre_types,post_types,pathways
8093,8943,8943,T4b,L,10,1,2,T4b_L,486,0,11,0,11,0.0,51.0,,LPi_h:11,yaw
8094,8944,8944,T4a,L,24,3,0,T4a_L,487,0,2,0,0,0.0,12.0,,HS:2,yaw
8095,8945,8945,T4c,L,4,0,4,T4c_L,476,0,8,0,8,0.0,40.0,,VS:8,climb
8096,8946,8946,PVLP_inh,L,0,0,0,PVLP_inh_L,74,1,13,0,11,47.0,246.0,DNp03:1,"PVLP:11,DNp03:2","saccade,→loom"
8097,8947,8947,R1-R6,L,25,3,1,R1-R6_L,1017,0,0,0,0,0.0,0.0,,,brightness
8098,8948,8948,R1-R6,R,45,5,5,R1-R6_R,1021,0,0,0,0,0.0,0.0,,,brightness
8099,8949,8949,R1-R6,R,7,0,7,R1-R6_R,1022,0,2,0,2,0.0,2.0,,PVLP:2,"brightness,→loom"
8100,8950,8950,R1-R6,L,35,4,3,R1-R6_L,1018,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
8101,8951,8951,T4a,R,10,1,2,T4a_R,540,0,2,0,0,0.0,7.0,,HS:2,yaw
8102,8952,8952,R1-R6,L,13,1,5,R1-R6_L,1019,0,0,0,0,0.0,0.0,,,brightness
8103,8953,8953,T4a,L,18,2,2,T4a_L,488,0,2,0,0,0.0,19.0,,HS:2,yaw
8104,8954,8954,LC4,L,12,1,4,LC4_L,137,0,18,0,15,0.0,89.0,,"PVLP:17,DNp01:1","loom,→escape"
8105,8955,8955,R1-R6,L,45,5,5,R1-R6_L,1020,0,0,0,0,0.0,0.0,,,brightness
8106,8956,8956,T4d,R,15,1,7,T4d_R,487,0,13,0,12,0.0,61.0,,LPi_v:13,descend
8107,8957,8957,PVLP,L,43,5,3,PVLP_L,189,69,14,67,14,383.0,30.0,"LPLC2:51,LC4:13,PVLP_inh:4,R1-R6:1",LAL_inh:14,"loom,←saccade,←brightness,→steer"
8108,8958,8958,LPLC2,R,34,4,2,LPLC2_R,282,0,34,0,32,0.0,209.0,,PVLP:34,loom
8109,8959,8959,R1-R6,L,43,5,3,R1-R6_L,1021,0,0,0,0,0.0,0.0,,,brightness
8110,8960,8960,LPi_h,L,33,4,1,LPi_h_L,99,56,2,51,0,306.0,15.0,T4b:56,HS:2,yaw
8111,8961,8961,T4b,L,33,4,1,T4b_L,487,0,17,0,16,0.0,88.0,,LPi_h:17,yaw
8112,8962,8962,LPLC2,R,28,3,4,LPLC2_R,283,0,32,0,31,0.0,215.0,,PVLP:32,loom
8113,8963,8963,R1-R6,R,30,3,6,R1-R6_R,1023,0,0,0,0,0.0,0.0,,,brightness
8114,8964,8964,R1-R6,R,9,1,1,R1-R6_R,1024,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
8115,8965,8965,PVLP,L,21,2,5,PVLP_L,190,64,12,62,12,401.0,25.0,"LPLC2:53,LC4:10,R1-R6:1",LAL_inh:12,"loom,←brightness,→steer"
8116,8966,8966,T4b,R,10,1,2,T4b_R,542,0,12,0,11,0.0,67.0,,LPi_h:12,yaw
8117,8967,8967,T4d,R,43,5,3,T4d_R,488,0,25,0,25,0.0,138.0,,LPi_v:25,descend
8118,8968,8968,LPLC2,L,36,4,4,LPLC2_L,245,0,39,0,38,0.0,237.0,,PVLP:39,loom
8119,8969,8969,T4b,R,12,1,4,T4b_R,543,0,15,0,14,0.0,90.0,,LPi_h:15,yaw
8120,8970,8970,R1-R6,R,47,5,7,R1-R6_R,1025,0,0,0,0,0.0,0.0,,,brightness
8121,8971,8971,T4d,R,15,1,7,T4d_R,489,0,11,0,11,0.0,61.0,,LPi_v:11,descend
8122,8972,8972,T4a,R,38,4,6,T4a_R,541,0,2,0,0,0.0,22.0,,HS:2,yaw
8123,8973,8973,R1-R6,R,24,3,0,R1-R6_R,1026,0,0,0,0,0.0,0.0,,,brightness
8124,8974,8974,T4d,L,10,1,2,T4d_L,524,0,10,0,10,0.0,70.0,,LPi_v:10,descend
8125,8975,8975,R1-R6,R,7,0,7,R1-R6_R,1027,0,2,0,2,0.0,2.0,,PVLP:2,"brightness,→loom"
8126,8976,8976,PVLP_inh,L,0,0,0,PVLP_inh_L,75,1,9,0,7,62.0,273.0,DNp03:1,"PVLP:8,DNp03:1","saccade,→loom"
8127,8977,8977,R1-R6,L,11,1,3,R1-R6_L,1022,0,0,0,0,0.0,0.0,,,brightness
8128,8978,8978,LC4,R,28,3,4,LC4_R,152,0,37,0,36,0.0,185.0,,PVLP:37,loom
8129,8979,8979,T4c,R,39,4,7,T4c_R,533,0,4,0,3,0.0,21.0,,VS:4,climb
8130,8980,8980,LC4,R,40,5,0,LC4_R,153,0,19,0,18,0.0,93.0,,"PVLP:18,DNp01:1","loom,→escape"
8131,8981,8981,T4a,L,34,4,2,T4a_L,489,0,1,0,0,0.0,13.0,,HS:1,yaw
8132,8982,8982,R1-R6,L,10,1,2,R1-R6_L,1023,0,0,0,0,0.0,0.0,,,brightness
8133,8983,8983,R1-R6,L,22,2,6,R1-R6_L,1024,0,0,0,0,0.0,0.0,,,brightness
8134,8984,8984,R1-R6,L,12,1,4,R1-R6_L,1025,0,0,0,0,0.0,0.0,,,brightness
8135,8985,8985,PVLP,L,40,5,0,PVLP_L,191,68,19,65,17,377.0,68.0,"LPLC2:30,LC4:27,PVLP_inh:11","LAL_inh:18,DNp03:1","loom,←saccade,→steer,→saccade"
8136,8986,8986,R1-R6,R,45,5,5,R1-R6_R,1028,0,0,0,0,0.0,0.0,,,brightness
8137,8987,8987,R1-R6,L,20,2,4,R1-R6_L,1026,0,0,0,0,0.0,0.0,,,brightness
8138,8988,8988,haltere,R,24,3,0,haltere_R,178,0,44,0,43,0.0,204.0,,"LAL_inh:26,DNg02:18","damping,→lift,→steer"
8139,8989,8989,T4a,L,15,1,7,T4a_L,490,0,1,0,0,0.0,15.0,,HS:1,yaw
8140,8990,8990,T4a,R,43,5,3,T4a_R,542,0,2,0,0,0.0,11.0,,HS:2,yaw
8141,8991,8991,DNg02,L,0,0,0,DNg02_L,155,94,0,90,0,1000.0,0.0,"VS:38,LAL_inh:27,haltere:15,LPi_v:12",,"lift,←descend,←yaw,←damping,←steer,←climb"
8142,8992,8992,PVLP,L,26,3,2,PVLP_L,192,70,15,68,14,396.0,64.0,"LPLC2:47,LC4:17,PVLP_inh:4,R1-R6:2","LAL_inh:14,DNp03:1","loom,←saccade,←brightness,→saccade,→steer"
8143,8993,8993,LPi_v,R,4,0,4,LPi_v_R,118,76,28,73,27,404.0,255.0,T4d:76,DNg02:28,"descend,→lift"
8144,8994,8994,T4c,L,37,4,5,T4c_L,477,0,9,0,7,0.0,49.0,,VS:9,climb
8145,8995,8995,T4d,R,2,0,2,T4d_R,490,0,9,0,8,0.0,44.0,,LPi_v:9,descend
8146,8996,8996,PVLP,R,0,0,0,PVLP_R,218,53,16,52,14,257.0,77.0,"LC4:18,LPLC2:17,PVLP_inh:16,R1-R6:2","LAL_inh:15,DNp03:1","loom,←saccade,←brightness,→steer,→saccade"
8147,8997,8997,T4c,R,32,4,0,T4c_R,534,0,19,0,19,0.0,105.0,,VS:19,climb
8148,8998,8998,LC4,L,36,4,4,LC4_L,138,0,36,0,35,0.0,177.0,,PVLP:36,loom
8149,8999,8999,R1-R6,R,31,3,7,R1-R6_R,1029,0,0,0,0,0.0,0.0,,,brightness
8150,9000,9000,T4b,L,1,0,1,T4b_L,488,0,12,0,12,0.0,64.0,,LPi_h:12,yaw
8151,9001,9001,T4c,R,24,3,0,T4c_R,535,0,26,0,26,0.0,136.0,,VS:26,climb
8152,9002,9002,T4c,R,10,1,2,T4c_R,536,0,11,0,11,0.0,52.0,,VS:11,climb
8153,9003,9003,LAL_inh,L,28,3,4,LAL_inh_L,129,62,30,60,28,277.0,427.0,"PVLP:31,haltere:30,DNp03:1",DNg02:30,"steer,←damping,←saccade,←loom,→lift"
8154,9004,9004,T4d,L,10,1,2,T4d_L,525,0,7,0,7,0.0,29.0,,LPi_v:7,descend
8155,9005,9005,T4a,R,32,4,0,T4a_R,543,0,2,0,0,0.0,16.0,,HS:2,yaw
8156,9006,9006,T4c,L,5,0,5,T4c_L,478,0,4,0,4,0.0,22.0,,VS:4,climb
8157,9007,9007,T4c,R,3,0,3,T4c_R,537,0,8,0,7,0.0,39.0,,VS:8,climb
8158,9008,9008,T4b,L,7,0,7,T4b_L,489,0,8,0,8,0.0,44.0,,LPi_h:8,yaw
8159,9009,9009,haltere,L,12,1,4,haltere_L,170,0,56,0,55,0.0,237.0,,"LAL_inh:32,DNg02:24","damping,→steer,→lift"
8160,9010,9010,haltere,L,12,1,4,haltere_L,171,0,61,0,60,0.0,281.0,,"DNg02:32,LAL_inh:29","damping,→steer,→lift"
8161,9011,9011,DNg02,L,3,0,3,DNg02_L,156,70,0,66,0,587.0,0.0,"haltere:23,LPi_v:21,LAL_inh:17,VS:8",,"lift,←descend,←yaw,←steer,←damping,←climb"
8162,9012,9012,PVLP_inh,L,0,0,0,PVLP_inh_L,76,1,8,0,7,62.0,293.0,DNp03:1,"PVLP:7,DNp03:1","saccade,→loom"
8163,9013,9013,LC4,R,0,0,0,LC4_R,154,0,20,0,18,0.0,104.0,,"PVLP:19,DNp01:1","loom,→escape"
8164,9014,9014,R1-R6,R,31,3,7,R1-R6_R,1030,0,0,0,0,0.0,0.0,,,brightness
8165,9015,9015,T4d,L,24,3,0,T4d_L,526,0,19,0,19,0.0,101.0,,LPi_v:19,descend
8166,9016,9016,VS,R,8,1,0,VS_R,58,90,48,82,47,465.0,436.0,"T4c:81,LPi_v:9",DNg02:48,"climb,←descend,→lift"
8167,9017,9017,LPLC2,L,0,0,0,LPLC2_L,246,0,30,0,28,0.0,187.0,,"PVLP:29,DNp01:1","loom,→escape"
8168,9018,9018,LPi_v,R,14,1,6,LPi_v_R,119,68,26,66,24,373.0,238.0,T4d:68,DNg02:26,"descend,→lift"
8169,9019,9019,R1-R6,L,39,4,7,R1-R6_L,1027,0,0,0,0,0.0,0.0,,,brightness
8170,9020,9020,LPi_h,R,43,5,3,LPi_h_R,109,53,1,50,0,301.0,7.0,T4b:53,HS:1,yaw
8171,9021,9021,T4b,R,0,0,0,T4b_R,544,0,16,0,16,0.0,83.0,,LPi_h:16,yaw
8172,9022,9022,R1-R6,R,21,2,5,R1-R6_R,1031,0,0,0,0,0.0,0.0,,,brightness
8173,9023,9023,T4c,L,36,4,4,T4c_L,479,0,5,0,4,0.0,27.0,,VS:5,climb
8174,9024,9024,T4a,L,34,4,2,T4a_L,491,0,2,0,0,0.0,5.0,,HS:2,yaw
8175,9025,9025,T4d,R,46,5,6,T4d_R,491,0,7,0,6,0.0,25.0,,LPi_v:7,descend
8176,9026,9026,R1-R6,L,24,3,0,R1-R6_L,1028,0,0,0,0,0.0,0.0,,,brightness
8177,9027,9027,T4c,R,4,0,4,T4c_R,538,0,4,0,3,0.0,25.0,,VS:4,climb
8178,9028,9028,haltere,R,3,0,3,haltere_R,179,0,39,0,38,0.0,182.0,,"DNg02:27,LAL_inh:12","damping,→steer,→lift"
8179,9029,9029,DNg02,R,41,5,1,DNg02_R,161,76,0,71,0,754.0,0.0,"LAL_inh:24,VS:20,haltere:18,LPi_v:13",,"lift,←damping,←descend,←yaw,←climb,←steer"
8180,9030,9030,T4d,R,17,2,1,T4d_R,492,0,12,0,12,0.0,50.0,,LPi_v:12,descend
8181,9031,9031,LAL_inh,L,16,2,0,LAL_inh_L,130,26,31,22,29,295.0,380.0,"haltere:13,PVLP:9,DNp03:2,HS:2",DNg02:31,"steer,←saccade,←yaw,←damping,←loom,→lift"
8182,9032,9032,LPLC2,L,0,0,0,LPLC2_L,247,0,14,0,13,0.0,119.0,,"PVLP:13,DNp01:1","loom,→escape"
8183,9033,9033,R1-R6,L,28,3,4,R1-R6_L,1029,0,0,0,0,0.0,0.0,,,brightness
8184,9034,9034,PVLP_inh,R,24,3,0,PVLP_inh_R,49,2,17,0,15,45.0,371.0,DNp03:2,"PVLP:15,DNp03:2","saccade,→loom"
8185,9035,9035,T4c,L,16,2,0,T4c_L,480,0,31,0,30,0.0,148.0,,VS:31,climb
8186,9036,9036,LPi_h,L,9,1,1,LPi_h_L,100,58,2,57,0,309.0,15.0,T4b:58,HS:2,yaw
8187,9037,9037,R1-R6,R,21,2,5,R1-R6_R,1032,0,0,0,0,0.0,0.0,,,brightness
8188,9038,9038,LPLC2,R,46,5,6,LPLC2_R,284,0,32,0,31,0.0,200.0,,PVLP:32,loom
8189,9039,9039,T4a,R,30,3,6,T4a_R,544,0,1,0,0,0.0,10.0,,HS:1,yaw
8190,9040,9040,T4c,L,46,5,6,T4c_L,481,0,5,0,4,0.0,19.0,,VS:5,climb
8191,9041,9041,T4a,R,46,5,6,T4a_R,545,0,1,0,0,0.0,7.0,,HS:1,yaw
8192,9042,9042,R1-R6,L,3,0,3,R1-R6_L,1030,0,2,0,1,0.0,3.0,,PVLP:2,"brightness,→loom"
8193,9043,9043,T4c,L,3,0,3,T4c_L,482,0,5,0,5,0.0,22.0,,VS:5,climb
8194,9044,9044,R1-R6,R,40,5,0,R1-R6_R,1033,0,0,0,0,0.0,0.0,,,brightness
8195,9045,9045,R1-R6,R,46,5,6,R1-R6_R,1034,0,0,0,0,0.0,0.0,,,brightness
8196,9046,9046,T4a,L,3,0,3,T4a_L,492,0,2,0,0,0.0,14.0,,HS:2,yaw
8197,9047,9047,T4c,R,29,3,5,T4c_R,539,0,6,0,6,0.0,28.0,,VS:6,climb
8198,9048,9048,T4c,R,47,5,7,T4c_R,540,0,4,0,4,0.0,21.0,,VS:4,climb
8199,9049,9049,T4c,R,29,3,5,T4c_R,541,0,7,0,7,0.0,30.0,,VS:7,climb
8200,9050,9050,T4c,R,10,1,2,T4c_R,542,0,8,0,8,0.0,44.0,,VS:8,climb
8201,9051,9051,T4d,R,17,2,1,T4d_R,493,0,4,0,4,0.0,23.0,,LPi_v:4,descend
8202,9052,9052,T4b,R,39,4,7,T4b_R,545,0,7,0,7,0.0,32.0,,LPi_h:7,yaw
8203,9053,9053,T4a,R,41,5,1,T4a_R,546,0,2,0,0,0.0,18.0,,HS:2,yaw
8204,9054,9054,LPLC2,L,44,5,4,LPLC2_L,248,0,34,0,34,0.0,195.0,,PVLP:34,loom
8205,9055,9055,T4b,L,0,0,0,T4b_L,490,0,13,0,12,0.0,64.0,,LPi_h:13,yaw
8206,9056,9056,T4c,R,5,0,5,T4c_R,543,0,6,0,6,0.0,29.0,,VS:6,climb
8207,9057,9057,R1-R6,R,31,3,7,R1-R6_R,1035,0,0,0,0,0.0,0.0,,,brightness
8208,9058,9058,T4a,L,21,2,5,T4a_L,493,0,2,0,0,0.0,19.0,,HS:2,yaw
8209,9059,9059,R1-R6,R,41,5,1,R1-R6_R,1036,0,0,0,0,0.0,0.0,,,brightness
8210,9060,9060,LAL_inh,R,16,2,0,LAL_inh_R,130,38,28,34,26,307.0,427.0,"haltere:17,PVLP:17,HS:3,DNp03:1",DNg02:28,"steer,←yaw,←saccade,←damping,←loom,→lift"
8211,9061,9061,T4b,L,26,3,2,T4b_L,491,0,13,0,11,0.0,70.0,,LPi_h:13,yaw
8212,9062,9062,T4a,R,17,2,1,T4a_R,547,0,2,0,0,0.0,9.0,,HS:2,yaw
8213,9063,9063,T4b,L,5,0,5,T4b_L,492,0,9,0,9,0.0,44.0,,LPi_h:9,yaw
8214,9064,9064,T4b,L,7,0,7,T4b_L,493,0,9,0,9,0.0,53.0,,LPi_h:9,yaw
8215,9065,9065,T4b,R,25,3,1,T4b_R,546,0,9,0,9,0.0,50.0,,LPi_h:9,yaw
8216,9066,9066,haltere,R,36,4,4,haltere_R,180,0,54,0,54,0.0,281.0,,"DNg02:31,LAL_inh:23","damping,→steer,→lift"
8217,9067,9067,LAL_inh,R,36,4,4,LAL_inh_R,131,58,35,56,34,294.0,520.0,"haltere:33,PVLP:23,HS:1,DNp03:1",DNg02:35,"steer,←yaw,←saccade,←loom,←damping,→lift"
8218,9068,9068,T4d,L,40,5,0,T4d_L,527,0,11,0,10,0.0,70.0,,LPi_v:11,descend
8219,9069,9069,T4c,L,45,5,5,T4c_L,483,0,7,0,7,0.0,34.0,,VS:7,climb
8220,9070,9070,LPi_h,L,14,1,6,LPi_h_L,101,61,3,59,0,338.0,16.0,T4b:61,HS:3,yaw
8221,9071,9071,LAL_inh,L,32,4,0,LAL_inh_L,131,31,27,29,25,196.0,374.0,"PVLP:17,haltere:13,HS:1",DNg02:27,"steer,←loom,←yaw,←damping,→lift"
8222,9072,9072,LAL_inh,R,8,1,0,LAL_inh_R,132,32,31,27,29,321.0,451.0,"PVLP:14,haltere:14,HS:2,DNp03:2",DNg02:31,"steer,←yaw,←loom,←saccade,←damping,→lift"
8223,9073,9073,R1-R6,R,29,3,5,R1-R6_R,1037,0,0,0,0,0.0,0.0,,,brightness
8224,9074,9074,R1-R6,R,33,4,1,R1-R6_R,1038,0,0,0,0,0.0,0.0,,,brightness
8225,9075,9075,DNg02,L,22,2,6,DNg02_L,157,70,0,68,0,525.0,0.0,"haltere:33,LPi_v:24,LAL_inh:11,VS:2",,"lift,←descend,←steer,←damping,←climb"
8226,9076,9076,T4c,L,5,0,5,T4c_L,484,0,5,0,5,0.0,31.0,,VS:5,climb
8227,9077,9077,T4b,L,6,0,6,T4b_L,494,0,8,0,8,0.0,35.0,,LPi_h:8,yaw
8228,9078,9078,R1-R6,L,1,0,1,R1-R6_L,1031,0,0,0,0,0.0,0.0,,,brightness
8229,9079,9079,VS,R,0,0,0,VS_R,59,84,33,81,33,420.0,355.0,"T4c:64,LPi_v:20",DNg02:33,"climb,←descend,→lift"
8230,9080,9080,T4a,L,32,4,0,T4a_L,494,0,1,0,0,0.0,12.0,,HS:1,yaw
8231,9081,9081,LPi_h,L,28,3,4,LPi_h_L,102,57,1,53,0,287.0,22.0,T4b:57,HS:1,yaw
8232,9082,9082,T4b,L,28,3,4,T4b_L,495,0,16,0,15,0.0,83.0,,LPi_h:16,yaw
8233,9083,9083,R1-R6,R,9,1,1,R1-R6_R,1039,0,0,0,0,0.0,0.0,,,brightness
8234,9084,9084,R1-R6,R,28,3,4,R1-R6_R,1040,0,0,0,0,0.0,0.0,,,brightness
8235,9085,9085,R1-R6,R,28,3,4,R1-R6_R,1041,0,0,0,0,0.0,0.0,,,brightness
8236,9086,9086,T4b,R,7,0,7,T4b_R,547,0,5,0,5,0.0,32.0,,LPi_h:5,yaw
8237,9087,9087,PVLP_inh,R,24,3,0,PVLP_inh_R,50,1,19,0,17,50.0,236.0,DNp03:1,"PVLP:18,DNp03:1","saccade,→loom"
8238,9088,9088,R1-R6,L,35,4,3,R1-R6_L,1032,0,0,0,0,0.0,0.0,,,brightness
8239,9089,9089,T4a,R,28,3,4,T4a_R,548,0,1,0,0,0.0,14.0,,HS:1,yaw
8240,9090,9090,T4b,L,23,2,7,T4b_L,496,0,7,0,7,0.0,43.0,,LPi_h:7,yaw
8241,9091,9091,PVLP,R,21,2,5,PVLP_R,219,47,9,44,8,253.0,23.0,"LPLC2:33,LC4:12,R1-R6:2","LAL_inh:8,DNp03:1","loom,←brightness,→saccade,→steer"
8242,9092,9092,R1-R6,L,10,1,2,R1-R6_L,1033,0,0,0,0,0.0,0.0,,,brightness
8243,9093,9093,T4c,L,26,3,2,T4c_L,485,0,9,0,8,0.0,49.0,,VS:9,climb
8244,9094,9094,T4a,L,7,0,7,T4a_L,495,0,1,0,0,0.0,8.0,,HS:1,yaw
8245,9095,9095,T4c,L,36,4,4,T4c_L,486,0,6,0,5,0.0,32.0,,VS:6,climb
8246,9096,9096,LPi_v,R,28,3,4,LPi_v_R,120,72,29,69,27,365.0,222.0,T4d:72,"DNg02:28,VS:1","descend,→lift,→climb"
8247,9097,9097,R1-R6,R,40,5,0,R1-R6_R,1042,0,0,0,0,0.0,0.0,,,brightness
8248,9098,9098,T4a,R,46,5,6,T4a_R,549,0,1,0,0,0.0,9.0,,HS:1,yaw
8249,9099,9099,R1-R6,R,26,3,2,R1-R6_R,1043,0,0,0,0,0.0,0.0,,,brightness
8250,9100,9100,T4a,L,21,2,5,T4a_L,496,0,1,0,0,0.0,14.0,,HS:1,yaw
8251,9101,9101,T4d,L,11,1,3,T4d_L,528,0,15,0,15,0.0,74.0,,LPi_v:15,descend
8252,9102,9102,haltere,R,21,2,5,haltere_R,181,0,41,0,39,0.0,190.0,,"DNg02:23,LAL_inh:18","damping,→lift,→steer"
8253,9103,9103,T4a,L,27,3,3,T4a_L,497,0,1,0,0,0.0,6.0,,HS:1,yaw
8254,9104,9104,R1-R6,R,10,1,2,R1-R6_R,1044,0,0,0,0,0.0,0.0,,,brightness
8255,9105,9105,R1-R6,R,46,5,6,R1-R6_R,1045,0,0,0,0,0.0,0.0,,,brightness
8256,9106,9106,T4b,R,12,1,4,T4b_R,548,0,9,0,8,0.0,44.0,,LPi_h:9,yaw
8257,9107,9107,T4b,R,25,3,1,T4b_R,549,0,15,0,15,0.0,80.0,,LPi_h:15,yaw
8258,9108,9108,haltere,L,33,4,1,haltere_L,172,0,43,0,41,0.0,208.0,,"LAL_inh:26,DNg02:17","damping,→steer,→lift"
8259,9109,9109,T4d,R,13,1,5,T4d_R,494,0,20,0,20,0.0,104.0,,LPi_v:20,descend
8260,9110,9110,DNg02,R,16,2,0,DNg02_R,162,115,0,111,0,1163.0,0.0,"VS:57,LAL_inh:26,haltere:16,LPi_v:14",,"lift,←descend,←yaw,←steer,←climb,←damping"
8261,9111,9111,T4c,R,14,1,6,T4c_R,544,0,5,0,5,0.0,20.0,,VS:5,climb
8262,9112,9112,T4d,R,25,3,1,T4d_R,495,0,12,0,12,0.0,60.0,,LPi_v:12,descend
8263,9113,9113,LC4,L,20,2,4,LC4_L,139,0,19,0,18,0.0,105.0,,PVLP:19,loom
8264,9114,9114,haltere,L,12,1,4,haltere_L,173,0,45,0,44,0.0,243.0,,"DNg02:23,LAL_inh:22","damping,→lift,→steer"
8265,9115,9115,PVLP,R,9,1,1,PVLP_R,220,47,6,46,4,237.0,66.0,"LPLC2:29,LC4:10,PVLP_inh:7,R1-R6:1","LAL_inh:4,DNp03:2","loom,←saccade,←brightness,→saccade,→steer"
8266,9116,9116,R1-R6,L,28,3,4,R1-R6_L,1034,0,0,0,0,0.0,0.0,,,brightness
8267,9117,9117,LAL_inh,L,44,5,4,LAL_inh_L,132,48,32,46,32,191.0,466.0,"haltere:30,PVLP:17,HS:1",DNg02:32,"steer,←loom,←yaw,←damping,→lift"
8268,9118,9118,T4d,R,31,3,7,T4d_R,496,0,12,0,11,0.0,59.0,,LPi_v:12,descend
8269,9119,9119,LAL_inh,L,32,4,0,LAL_inh_L,133,30,26,26,24,237.0,427.0,"PVLP:18,haltere:9,HS:3",DNg02:26,"steer,←damping,←yaw,←loom,→lift"
8270,9120,9120,R1-R6,L,19,2,3,R1-R6_L,1035,0,0,0,0,0.0,0.0,,,brightness
8271,9121,9121,T4b,R,1,0,1,T4b_R,550,0,7,0,7,0.0,42.0,,LPi_h:7,yaw
8272,9122,9122,haltere,L,12,1,4,haltere_L,174,0,58,0,58,0.0,269.0,,"LAL_inh:29,DNg02:29","damping,→steer,→lift"
8273,9123,9123,T4d,L,47,5,7,T4d_L,529,0,10,0,10,0.0,52.0,,LPi_v:10,descend
8274,9124,9124,T4d,R,19,2,3,T4d_R,497,0,15,0,15,0.0,76.0,,LPi_v:15,descend
8275,9125,9125,LPi_v,L,24,3,0,LPi_v_L,106,57,50,56,47,331.0,296.0,T4d:57,"VS:28,DNg02:22","descend,→climb,→lift"
8276,9126,9126,T4b,L,45,5,5,T4b_L,497,0,12,0,12,0.0,51.0,,LPi_h:12,yaw
8277,9127,9127,LPLC2,R,8,1,0,LPLC2_R,285,0,26,0,24,0.0,158.0,,"PVLP:25,DNp01:1","loom,→escape"
8278,9128,9128,R1-R6,L,9,1,1,R1-R6_L,1036,0,0,0,0,0.0,0.0,,,brightness
8279,9129,9129,PVLP,L,0,0,0,PVLP_L,193,66,9,63,6,306.0,53.0,"LPLC2:26,LC4:21,PVLP_inh:13,R1-R6:6","LAL_inh:7,DNp03:2","loom,←brightness,←saccade,→steer,→saccade"
8280,9130,9130,T4d,L,42,5,2,T4d_L,530,0,11,0,11,0.0,62.0,,LPi_v:11,descend
8281,9131,9131,R1-R6,R,27,3,3,R1-R6_R,1046,0,0,0,0,0.0,0.0,,,brightness
8282,9132,9132,T4c,L,34,4,2,T4c_L,487,0,14,0,13,0.0,84.0,,VS:14,climb
8283,9133,9133,T4a,L,39,4,7,T4a_L,498,0,1,0,0,0.0,16.0,,HS:1,yaw
8284,9134,9134,R1-R6,L,3,0,3,R1-R6_L,1037,0,3,0,2,0.0,4.0,,PVLP:3,"brightness,→loom"
8285,9135,9135,T4b,L,33,4,1,T4b_L,498,0,14,0,13,0.0,76.0,,LPi_h:14,yaw
8286,9136,9136,LC4,R,4,0,4,LC4_R,155,0,29,0,26,0.0,164.0,,"PVLP:28,DNp01:1","loom,→escape"
8287,9137,9137,T4d,L,47,5,7,T4d_L,531,0,9,0,8,0.0,53.0,,LPi_v:9,descend
8288,9138,9138,LPLC2,L,20,2,4,LPLC2_L,249,0,36,0,35,0.0,213.0,,PVLP:36,loom
8289,9139,9139,haltere,L,0,0,0,haltere_L,175,0,43,0,43,0.0,222.0,,"DNg02:22,LAL_inh:21","damping,→lift,→steer"
8290,9140,9140,R1-R6,R,7,0,7,R1-R6_R,1047,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
8291,9141,9141,haltere,L,15,1,7,haltere_L,176,0,26,0,26,0.0,118.0,,"DNg02:17,LAL_inh:9","damping,→steer,→lift"
8292,9142,9142,R1-R6,L,44,5,4,R1-R6_L,1038,0,0,0,0,0.0,0.0,,,brightness
8293,9143,9143,LPi_h,R,14,1,6,LPi_h_R,110,55,1,52,0,307.0,6.0,T4b:55,HS:1,yaw
8294,9144,9144,LPi_h,R,33,4,1,LPi_h_R,111,42,1,41,0,223.0,8.0,T4b:42,HS:1,yaw
8295,9145,9145,T4b,R,31,3,7,T4b_R,551,0,11,0,11,0.0,69.0,,LPi_h:11,yaw
8296,9146,9146,R1-R6,R,28,3,4,R1-R6_R,1048,0,0,0,0,0.0,0.0,,,brightness
8297,9147,9147,T4a,L,20,2,4,T4a_L,499,0,1,0,0,0.0,7.0,,HS:1,yaw
8298,9148,9148,R1-R6,R,14,1,6,R1-R6_R,1049,0,0,0,0,0.0,0.0,,,brightness
8299,9149,9149,T4c,L,4,0,4,T4c_L,488,0,5,0,4,0.0,29.0,,VS:5,climb
8300,9150,9150,PVLP_inh,L,8,1,0,PVLP_inh_L,77,1,14,0,11,74.0,213.0,DNp03:1,"PVLP:12,DNp03:2","saccade,→loom"
8301,9151,9151,T4c,L,5,0,5,T4c_L,489,0,3,0,3,0.0,16.0,,VS:3,climb
8302,9152,9152,T4a,L,10,1,2,T4a_L,500,0,1,0,0,0.0,8.0,,HS:1,yaw
8303,9153,9153,T4c,L,47,5,7,T4c_L,490,0,5,0,5,0.0,23.0,,VS:5,climb
8304,9154,9154,T4c,L,20,2,4,T4c_L,491,0,8,0,7,0.0,38.0,,VS:8,climb
8305,9155,9155,PVLP,L,21,2,5,PVLP_L,194,59,15,58,14,363.0,50.0,"LPLC2:48,LC4:9,R1-R6:2","LAL_inh:14,DNp03:1","loom,←brightness,→saccade,→steer"
8306,9156,9156,T4a,R,24,3,0,T4a_R,550,0,1,0,0,0.0,2.0,,HS:1,yaw
